id_pedido,data_pedido,hora_pedido,cpf_cliente,telefone,segmento,produto,canal_venda,regiao,campanha,status_pedido,valor_plano,valor_fraude_estimado,qtd_sms_mes,media_historica_sms,variacao_sms_pct,uso_dados_gb,qtd_chargeback,score_credito,score_fraude,flag_fraude,tipo_fraude,em_blacklist,historico_fraudes_anteriores,regra_disparada,analista_responsavel,status_tratativa,data_fechamento,custo_operacional,mes_referencia,flag_novo_cliente,dias_desde_ativacao,qtd_linhas_ativas
PD-1003097,2025-11-15,23:19:08,277.221.704-30,(41) 990703065,Claro Empresas,Plano Família,APP,PR,,APROVADO,499.9,0.0,3,1.4,114.3,7.71,0,658,0.011,0,,0,0,,,,,0.0,2025-11,0,845,6
PD-1003098,2026-03-14,23:19:08,097.519.712-84,(81) 998672974,Claro TV,Combo Família,APP,SP-Interior,,APROVADO,79.9,0.0,11,3.8,189.5,13.22,0,767,0.235,0,,0,0,,,,,0.0,2026-03,1,763,4
PD-1003099,2025-06-11,23:19:08,687.681.180-71,(61) 996314548,Claro TV,CNPJ Básico,APP,DF,,APROVADO,29.9,0.0,10,3.4,194.1,19.13,0,683,0.249,0,,0,0,,Pedro R.,,,0.0,2025-06,0,838,2
PD-1003100,2025-11-09,23:19:08,267.146.283-14,(41) 996243511,NET,Combo Família,APP,DF,,BLOQUEADO,79.9,914.24,10,4.7,112.8,110.04,0,836,0.741,1,Fraude de Alto Uso (Dados),0,0,CTR-74,,,,29.63,2025-11,0,773,4
PD-1003101,2025-04-12,23:19:08,065.405.153-19,(61) 992238241,Claro TV,Fibra 200MB,RETENÇÃO,SP-Capital,,APROVADO,149.9,0.0,5,9.7,-48.5,15.05,0,680,0.339,0,,0,0,,,,,0.0,2025-04,1,1054,4
PD-1003102,2025-09-14,23:19:08,268.181.845-18,(51) 999024521,Claro TV,Pós-Pago,TELEVENDAS B2C,DF,CAMP-VIP,PENDENTE,79.9,612.2,20,12.8,56.2,11.2,0,377,0.672,0,,1,2,CTR-53,Carlos M.,,2025-09-20,197.58,2025-09,0,469,2
PD-1003103,2025-09-24,23:19:08,418.343.740-18,(31) 997972697,Claro Móvel,Pós-Pago,TELEVENDAS B2C,RJ,,CANCELADO,49.9,537.09,0,3.9,-100.0,15.24,0,739,0.751,1,Fraude de Subscrição,0,0,CTR-53,Juliana S.,Aberta,2025-10-10,100.7,2025-09,0,444,7
PD-1003104,2025-04-06,23:19:08,768.962.706-61,(51) 999985519,Claro TV,TV HD,E-COMMERCE,CE,PROMO-500 - Móvel,CANCELADO,499.9,4586.01,6,11.1,-45.9,170.19,0,578,0.665,1,Fraude de Alto Uso (Dados),0,0,CTR-28,Carlos M.,Aberta,,34.6,2025-04,0,242,6
PD-1003105,2026-02-25,23:19:08,577.242.954-31,(71) 996167297,Claro TV,Fibra 200MB,TELEVENDAS B2C,RJ,,BLOQUEADO,29.9,234.12,0,10.1,-100.0,13.28,0,701,0.926,1,Conta Mula,0,0,CTR-12,Juliana S.,Em andamento,,182.72,2026-02,0,356,3
PD-1003106,2025-03-30,23:19:08,877.580.304-68,(81) 995305659,Claro Empresas,Fibra 200MB,E-COMMERCE,SP-Capital,,APROVADO,49.9,0.0,18,4.4,309.1,4.78,0,700,0.179,0,,0,0,,Ana L.,,,0.0,2025-03,0,1545,3
PD-1003107,2025-12-06,23:19:08,948.532.089-53,(31) 996430237,Claro TV,Fibra 200MB,E-COMMERCE,MG,REC-100 - FPD,CANCELADO,29.9,313.23,417,6.9,5943.5,0.39,0,777,0.972,1,Fraude de Alto Uso (SMS),0,0,CTR-53,Carlos M.,,,105.1,2025-12,1,529,4
PD-1003108,2025-10-02,23:19:08,896.793.521-96,(31) 996778101,Claro TV,CNPJ Avançado,E-COMMERCE,MG,,BLOQUEADO,29.9,136.12,12,13.0,-7.7,14.35,0,280,0.822,0,,1,1,CTR-12,,,2025-10-03,159.26,2025-10,0,770,4
PD-1003109,2025-04-06,23:19:08,222.694.053-96,(81) 993071984,NET,TV HD,TELEVENDAS B2C,PE,PROMO-500 - Móvel,APROVADO,499.9,0.0,17,9.7,75.3,7.42,0,681,0.047,0,,0,0,,,,,0.0,2025-04,0,528,1
PD-1003110,2025-09-03,23:19:08,776.029.914-06,(85) 998951249,Claro Residencial,Plano Família,TELEVENDAS B2C,RS,PROMO-500 - Móvel,PENDENTE,199.9,0.0,7,3.8,84.2,19.72,0,534,0.241,0,,0,0,,Pedro R.,,,0.0,2025-09,1,1498,1
PD-1003111,2025-09-07,23:19:08,771.694.722-56,(62) 999590487,Claro TV,TV HD,E-COMMERCE,BA,PROMO-500 - Móvel,APROVADO,299.9,0.0,17,12.0,41.7,1.09,0,536,0.07,0,,0,0,,Juliana S.,,,0.0,2025-09,0,1622,7
PD-1003112,2026-01-25,23:19:08,524.808.806-22,(11) 997869636,Claro Residencial,Fibra 1GB,APP,RJ,,APROVADO,49.9,0.0,4,13.3,-69.9,10.12,0,567,0.117,0,,0,0,,Juliana S.,,,0.0,2026-01,1,464,8
PD-1003113,2026-03-18,23:19:08,053.315.869-23,(31) 992970445,Claro TV,Fibra 500MB,LOJA FÍSICA,BA,CAMP-VIP,APROVADO,149.9,0.0,3,9.8,-69.4,7.35,0,512,0.252,0,,0,0,,Carlos M.,,,0.0,2026-03,0,646,1
PD-1003114,2025-05-28,23:19:08,872.717.833-32,(21) 991769487,Claro Residencial,CNPJ Básico,APP,BA,,CANCELADO,29.9,350.51,2,1.5,33.3,6.08,0,866,0.913,1,Fraude de Identidade,0,0,CTR-30,Carlos M.,Fechada,,149.31,2025-05,0,209,7
PD-1003115,2025-09-04,23:19:08,872.717.833-32,(21) 991769487,Claro Empresas,CNPJ Avançado,E-COMMERCE,BA,CAMP-VIP,PENDENTE,99.9,0.0,1,6.6,-84.8,13.03,0,866,0.189,0,,0,0,,Ana L.,,,0.0,2025-09,0,598,5
PD-1003116,2025-09-05,23:19:08,671.883.977-45,(81) 993788807,NET,Fibra 500MB,APP,SP-Interior,PROMO-500 - Móvel,CANCELADO,149.9,738.64,4,12.8,-68.8,14.12,0,635,0.792,1,Conta Mula,0,0,CTR-12,Carlos M.,Aberta,2025-09-06,199.51,2025-09,0,618,7
PD-1003117,2025-11-15,23:19:08,438.480.752-03,(51) 994414310,NET,Fibra 1GB,E-COMMERCE,PE,PROMO-500 - Móvel,APROVADO,499.9,0.0,18,6.6,172.7,16.51,0,721,0.026,0,,0,0,,Juliana S.,,,0.0,2025-11,0,609,4
PD-1003118,2026-03-09,23:19:08,850.506.413-83,(71) 998254874,Claro Empresas,Plano Família,RETENÇÃO,SP-Capital,,APROVADO,99.9,468.35,2,12.3,-83.7,8.61,0,382,0.949,1,Conta Mula,1,1,CTR-28,,,2026-04-07,119.14,2026-03,1,976,4
PD-1003119,2025-09-16,23:19:08,631.873.280-77,(21) 991869093,Claro Empresas,Plano Família,RETENÇÃO,MG,REC-100 - FPD,APROVADO,199.9,0.0,3,11.9,-74.8,5.12,0,519,0.173,0,,0,0,,Juliana S.,,,0.0,2025-09,1,421,5
PD-1003120,2026-03-02,23:19:08,438.480.752-03,(51) 994414310,NET,CNPJ Básico,APP,PE,REC-100 - FPD,APROVADO,199.9,0.0,1,4.6,-78.3,9.44,0,721,0.226,0,,0,0,,Carlos M.,,,0.0,2026-03,1,448,7
PD-1003121,2025-10-20,23:19:08,663.370.502-49,(81) 992472414,Claro Residencial,CNPJ Básico,APP,RS,PROMO-500 - Móvel,PENDENTE,29.9,160.56,14,11.1,26.1,14.09,0,354,0.845,1,Fraude de Cancelamento,1,1,CTR-12,Pedro R.,Fechada,,52.5,2025-10,0,255,7
PD-1003122,2025-09-07,23:19:08,043.321.819-60,(11) 991571945,Claro TV,TV HD,E-COMMERCE,MG,CAMP-VIP,PENDENTE,79.9,283.95,14,13.8,1.4,13.69,0,619,0.823,1,Conta Mula,0,0,CTR-61,Ana L.,Fechada,2025-10-04,175.12,2025-09,0,519,3
PD-1003123,2025-09-19,23:19:08,336.132.850-72,(61) 991676269,Claro Residencial,Combo Família,APP,PE,,CANCELADO,499.9,0.0,10,2.1,376.2,6.39,0,781,0.031,0,,0,0,,Carlos M.,,,0.0,2025-09,0,866,8
PD-1003124,2026-03-13,23:19:08,774.969.033-37,(41) 996642099,Claro TV,TV Plus,APP,MG,,APROVADO,299.9,0.0,10,10.2,-2.0,17.08,0,656,0.05,0,,0,0,,Pedro R.,,,0.0,2026-03,0,418,6
PD-1003125,2025-07-20,23:19:08,452.128.991-51,(21) 994432537,Claro TV,CNPJ Avançado,E-COMMERCE,PR,,APROVADO,499.9,3949.56,15,13.9,7.9,1.63,0,231,0.878,1,Fraude de Cancelamento,1,2,CTR-61,Pedro R.,Fechada,2025-07-22,134.43,2025-07,0,1304,4
PD-1003126,2025-05-09,23:19:08,026.153.473-55,(31) 998840363,Claro TV,Pré-Pago,RETENÇÃO,DF,,APROVADO,29.9,230.23,8,3.8,110.5,68.22,0,722,0.902,1,Fraude de Alto Uso (Dados),0,0,CTR-53,Carlos M.,Aberta,,174.52,2025-05,0,1007,6
PD-1003127,2025-11-13,23:19:08,071.396.605-58,(41) 990189536,Claro TV,Pós-Pago,TELEVENDAS B2C,MG,,CANCELADO,499.9,1965.29,5,6.9,-27.5,19.42,0,272,0.658,1,Fraude de Subscrição,1,5,CTR-12,,Fechada,2025-11-14,82.78,2025-11,0,603,8
PD-1003128,2025-05-31,23:19:08,576.832.102-19,(31) 993297008,Claro Móvel,Pré-Pago,APP,PE,REC-100 - FPD,BLOQUEADO,79.9,99.03,13,5.5,136.4,7.61,2,837,0.915,1,Chargeback,0,0,CTR-28,Carlos M.,Em andamento,,29.46,2025-05,0,237,7
PD-1003129,2026-01-28,23:19:08,395.004.797-48,(11) 991803501,Claro TV,CNPJ Avançado,LOJA FÍSICA,BA,PROMO-500 - Móvel,BLOQUEADO,149.9,0.0,19,10.2,86.3,1.29,0,568,0.061,0,,0,0,,Carlos M.,,,0.0,2026-01,0,1698,2
PD-1003130,2025-12-08,23:19:08,719.855.460-15,(85) 995705306,Claro Residencial,CNPJ Básico,LOJA FÍSICA,SP-Interior,,PENDENTE,149.9,1035.0,9,6.6,36.4,19.96,0,735,0.734,1,Fraude de Cancelamento,0,0,CTR-74,Pedro R.,Fechada,,148.17,2025-12,0,4,7
PD-1003131,2025-07-22,23:19:08,308.761.238-59,(61) 992016385,Claro TV,TV Plus,RETENÇÃO,RS,PROMO-500 - Móvel,APROVADO,499.9,0.0,0,3.6,-100.0,18.37,0,598,0.082,0,,0,0,,Ana L.,,,0.0,2025-07,1,863,5
PD-1003132,2025-11-27,23:19:08,754.121.267-88,(85) 996845845,Claro Residencial,CNPJ Básico,TELEVENDAS B2C,SP-Interior,,APROVADO,199.9,0.0,11,13.9,-20.9,11.52,0,513,0.051,0,,0,0,,,,,0.0,2025-11,0,32,2
PD-1003133,2025-05-20,23:19:08,842.513.542-78,(51) 998874152,Claro Móvel,Pré-Pago,RETENÇÃO,SP-Capital,,APROVADO,29.9,177.32,0,13.0,-100.0,13.68,0,841,0.881,0,,0,0,CTR-53,,Em andamento,2025-06-17,50.36,2025-05,1,1387,1
PD-1003134,2026-02-25,23:19:08,359.966.057-79,(85) 990625391,NET,Pós-Pago,APP,BA,REC-200 - Automático,APROVADO,199.9,0.0,19,3.7,413.5,10.24,0,821,0.167,0,,0,0,,Carlos M.,,,0.0,2026-02,1,517,7
PD-1003135,2026-02-10,23:19:08,151.488.814-31,(21) 991197032,Claro Residencial,Combo Família,RETENÇÃO,PR,PROMO-500 - Móvel,CANCELADO,29.9,131.64,9,8.1,11.1,198.73,0,519,0.76,1,Fraude de Alto Uso (Dados),0,0,CTR-28,,Em andamento,,47.41,2026-02,1,443,1
PD-1003136,2026-01-23,23:19:08,773.454.019-38,(11) 992937099,Claro Residencial,TV Plus,RETENÇÃO,BA,,APROVADO,79.9,0.0,5,7.5,-33.3,3.6,0,590,0.226,0,,0,0,,Carlos M.,,,0.0,2026-01,0,590,4
PD-1003137,2025-05-15,23:19:08,418.343.740-18,(31) 997972697,Claro TV,TV HD,LOJA FÍSICA,RJ,REC-100 - FPD,PENDENTE,199.9,0.0,17,4.5,277.8,11.32,0,739,0.209,0,,0,0,,,,,0.0,2025-05,0,1313,5
PD-1003138,2025-08-30,23:19:08,310.600.531-31,(31) 992802587,NET,Combo Família,E-COMMERCE,SP-Capital,,CANCELADO,49.9,496.47,12,5.0,140.0,4.79,0,712,0.718,1,Fraude Corporativa,0,0,CTR-12,Carlos M.,,2025-09-01,192.71,2025-08,0,1217,7
PD-1003139,2025-08-06,23:19:08,497.826.612-87,(61) 998452615,Claro Móvel,Fibra 1GB,LOJA FÍSICA,PR,CAMP-VIP,APROVADO,49.9,0.0,6,11.1,-45.9,8.03,0,739,0.028,0,,0,0,,Carlos M.,,,0.0,2025-08,0,1754,3
PD-1003140,2026-03-24,23:19:08,217.659.180-33,(62) 997977571,Claro Móvel,Fibra 500MB,LOJA FÍSICA,RS,,CANCELADO,499.9,4350.41,464,4.7,9772.3,0.54,0,219,0.715,1,Fraude de Alto Uso (SMS),1,0,CTR-53,Carlos M.,Aberta,,113.89,2026-03,1,914,6
PD-1003141,2025-09-07,23:19:08,449.639.243-58,(85) 995387876,Claro Empresas,CNPJ Básico,APP,MG,,CANCELADO,499.9,2884.32,18,3.1,480.6,13.83,0,736,0.709,0,,0,0,CTR-42,Carlos M.,Em andamento,,175.28,2025-09,0,1703,7
PD-1003142,2025-10-21,23:19:08,136.621.038-86,(31) 991615622,Claro TV,Fibra 1GB,E-COMMERCE,RJ,PROMO-500 - Móvel,APROVADO,299.9,0.0,20,1.9,952.6,13.3,0,743,0.05,0,,0,0,,Carlos M.,,,0.0,2025-10,0,1794,1
PD-1003143,2025-12-24,23:19:08,075.504.768-16,(62) 995889724,NET,Pós-Pago,E-COMMERCE,PE,,APROVADO,29.9,0.0,0,7.0,-100.0,14.02,0,513,0.301,0,,0,0,,Juliana S.,,,0.0,2025-12,1,1037,3
PD-1003144,2025-07-01,23:19:08,350.476.392-83,(21) 995531182,NET,Fibra 200MB,RETENÇÃO,RJ,,APROVADO,499.9,0.0,4,5.9,-32.2,13.59,0,809,0.138,0,,0,0,,Carlos M.,,,0.0,2025-07,0,1716,4
PD-1003145,2025-07-14,23:19:08,869.507.321-46,(51) 994562422,Claro TV,Combo Família,TELEVENDAS B2C,DF,,APROVADO,49.9,373.74,8,1.9,321.1,11.74,0,602,0.822,1,Fraude de Cancelamento,0,0,CTR-12,Carlos M.,,2025-07-24,172.83,2025-07,1,394,5
PD-1003146,2025-12-25,23:19:08,043.940.701-64,(61) 991810117,NET,Fibra 500MB,RETENÇÃO,SP-Capital,REC-200 - Automático,APROVADO,49.9,0.0,3,11.7,-74.4,14.88,0,649,0.318,0,,0,0,,Juliana S.,,,0.0,2025-12,0,1396,3
PD-1003147,2025-05-03,23:19:08,157.903.923-55,(61) 998413034,Claro TV,Fibra 200MB,E-COMMERCE,SP-Capital,,APROVADO,29.9,0.0,11,13.2,-16.7,8.61,0,812,0.185,0,,0,0,,Pedro R.,,,0.0,2025-05,0,119,1
PD-1003148,2025-07-01,23:19:08,343.275.604-17,(81) 996928341,Claro TV,CNPJ Básico,LOJA FÍSICA,PR,,APROVADO,79.9,161.64,20,11.1,80.2,10.04,0,867,0.714,0,,0,0,CTR-12,Carlos M.,Fechada,,157.99,2025-07,0,1548,2
PD-1003149,2025-10-10,23:19:08,723.865.624-22,(11) 991203698,NET,CNPJ Básico,APP,SP-Capital,CAMP-VIP,APROVADO,29.9,0.0,14,14.8,-5.4,12.53,0,573,0.126,0,,0,0,,,,,0.0,2025-10,1,1070,2
PD-1003150,2026-02-14,23:19:08,040.476.921-05,(41) 993200848,Claro Residencial,Combo Família,RETENÇÃO,BA,REC-200 - Automático,PENDENTE,29.9,207.1,495,3.4,14458.8,1.08,0,879,0.681,1,Fraude de Alto Uso (SMS),0,0,CTR-12,Carlos M.,Em andamento,2026-03-04,173.69,2026-02,0,1102,3
PD-1003151,2025-08-05,23:19:08,232.536.729-46,(71) 997583162,Claro TV,Fibra 200MB,RETENÇÃO,SP-Interior,PROMO-500 - Móvel,CANCELADO,49.9,134.35,9,3.9,130.8,18.35,0,824,0.963,1,Fraude de Identidade,0,0,CTR-28,Ana L.,Fechada,2025-08-12,150.54,2025-08,1,123,8
PD-1003152,2026-02-22,23:19:08,131.909.248-76,(31) 993963537,Claro Móvel,Controle,LOJA FÍSICA,SP-Capital,REC-100 - FPD,APROVADO,149.9,0.0,17,10.7,58.9,12.09,0,600,0.02,0,,0,0,,Juliana S.,,,0.0,2026-02,0,945,3
PD-1003153,2025-07-13,23:19:08,577.242.954-31,(71) 996167297,NET,Combo Família,TELEVENDAS B2C,RJ,,APROVADO,49.9,0.0,1,8.2,-87.8,9.82,0,701,0.261,0,,0,0,,Pedro R.,,,0.0,2025-07,0,741,7
PD-1003154,2026-01-23,23:19:08,171.581.021-31,(31) 996264416,Claro TV,Pós-Pago,LOJA FÍSICA,SP-Interior,,APROVADO,199.9,901.67,9,7.2,25.0,8.96,0,578,0.952,1,Fraude de Subscrição,0,0,CTR-74,Carlos M.,Aberta,,194.33,2026-01,0,184,4
PD-1003155,2025-03-28,23:19:08,980.500.978-82,(11) 998519948,NET,Plano Família,LOJA FÍSICA,SP-Interior,,APROVADO,79.9,411.21,3,10.0,-70.0,4.32,0,595,0.922,1,Fraude de Cancelamento,0,0,CTR-28,Juliana S.,Aberta,,31.14,2025-03,0,956,8
PD-1003156,2025-08-20,23:19:08,797.727.810-50,(62) 992570131,Claro Residencial,Plano Família,RETENÇÃO,RJ,,APROVADO,29.9,0.0,1,8.9,-88.8,9.6,0,567,0.181,0,,0,0,,Juliana S.,,,0.0,2025-08,0,321,4
PD-1003157,2025-07-28,23:19:08,353.462.475-10,(81) 999445465,Claro Residencial,CNPJ Avançado,LOJA FÍSICA,SP-Interior,,CANCELADO,29.9,0.0,5,9.0,-44.4,5.32,0,537,0.017,0,,0,0,,Ana L.,,,0.0,2025-07,0,1259,4
PD-1003158,2025-05-19,23:19:08,050.150.812-47,(41) 999826187,Claro TV,CNPJ Básico,APP,PR,REC-100 - FPD,CANCELADO,49.9,0.0,4,3.3,21.2,2.59,0,522,0.333,0,,0,0,,Carlos M.,,,0.0,2025-05,0,1823,1
PD-1003159,2026-01-09,23:19:08,388.214.584-14,(85) 995204580,Claro TV,Controle,RETENÇÃO,BA,REC-100 - FPD,PENDENTE,149.9,0.0,7,12.7,-44.9,7.5,0,510,0.137,0,,0,0,,Pedro R.,,,0.0,2026-01,0,265,7
PD-1003160,2025-10-18,23:19:08,680.112.805-98,(31) 997210624,Claro Empresas,Combo Família,TELEVENDAS B2C,RJ,,APROVADO,499.9,0.0,9,11.1,-18.9,5.98,0,521,0.174,0,,0,0,,Pedro R.,,,0.0,2025-10,1,608,5
PD-1003161,2026-01-16,23:19:08,557.820.190-43,(31) 992633253,NET,Fibra 1GB,TELEVENDAS B2C,MG,REC-100 - FPD,CANCELADO,299.9,1375.02,14,5.0,180.0,8.51,0,211,0.66,1,Fraude de Cancelamento,1,5,CTR-30,Ana L.,Fechada,2026-02-11,89.33,2026-01,0,689,5
PD-1003162,2026-02-13,23:19:08,870.593.252-50,(11) 992478196,NET,TV HD,APP,DF,,CANCELADO,499.9,0.0,0,5.4,-100.0,6.26,0,860,0.123,0,,0,0,,Pedro R.,,,0.0,2026-02,0,1051,2
PD-1003163,2026-02-10,23:19:08,464.203.625-86,(41) 991746388,NET,Plano Família,TELEVENDAS B2C,RS,CAMP-VIP,APROVADO,199.9,0.0,6,5.5,9.1,19.62,0,898,0.267,0,,0,0,,Pedro R.,,,0.0,2026-02,0,1333,2
PD-1003164,2025-06-07,23:19:08,447.232.290-31,(11) 993091294,NET,CNPJ Avançado,APP,CE,,APROVADO,29.9,0.0,0,10.3,-100.0,7.46,0,725,0.069,0,,0,0,,,,,0.0,2025-06,0,397,3
PD-1003165,2026-01-15,23:19:08,800.025.787-29,(85) 992345135,NET,Fibra 200MB,RETENÇÃO,PR,,APROVADO,29.9,0.0,20,6.2,222.6,11.09,0,813,0.144,0,,0,0,,Juliana S.,,,0.0,2026-01,1,1432,8
PD-1003166,2025-12-26,23:19:08,336.132.850-72,(61) 991676269,Claro Móvel,Plano Família,APP,PE,REC-200 - Automático,APROVADO,499.9,0.0,3,10.1,-70.3,1.41,0,781,0.304,0,,0,0,,Juliana S.,,,0.0,2025-12,0,1484,1
PD-1003167,2026-03-02,23:19:08,402.445.502-29,(71) 991167449,Claro Residencial,Pós-Pago,APP,RJ,,CANCELADO,79.9,241.83,17,8.3,104.8,4.02,0,879,0.805,1,Fraude de Identidade,0,0,CTR-30,Ana L.,Aberta,2026-03-12,168.71,2026-03,0,99,3
PD-1003168,2025-10-20,23:19:08,537.953.816-49,(41) 998845994,Claro Residencial,TV HD,APP,MG,PROMO-500 - Móvel,CANCELADO,499.9,1318.58,449,1.7,26311.8,1.99,0,343,0.933,1,Fraude de Alto Uso (SMS),1,0,CTR-30,Juliana S.,,,100.37,2025-10,0,522,1
PD-1003169,2025-09-26,23:19:08,609.441.283-33,(81) 992571246,Claro Residencial,Pré-Pago,APP,SP-Interior,,APROVADO,29.9,0.0,16,3.1,416.1,3.38,0,857,0.34,0,,0,0,,,,,0.0,2025-09,1,1447,7
PD-1003170,2025-06-09,23:19:08,532.426.425-06,(51) 992415646,Claro Empresas,Pré-Pago,LOJA FÍSICA,SP-Capital,,APROVADO,79.9,542.91,12,1.6,650.0,10.62,0,735,0.807,0,,0,0,CTR-28,Pedro R.,,,141.31,2025-06,0,250,6
PD-1003171,2025-05-28,23:19:08,493.874.302-71,(71) 994141290,Claro TV,TV HD,E-COMMERCE,CE,,APROVADO,79.9,0.0,18,12.7,41.7,8.23,0,668,0.068,0,,0,0,,Pedro R.,,,0.0,2025-05,0,689,2
PD-1003172,2025-11-01,23:19:08,158.935.712-66,(21) 991547674,Claro TV,Combo Família,APP,SP-Capital,REC-200 - Automático,APROVADO,199.9,0.0,6,9.3,-35.5,19.79,0,717,0.032,0,,0,0,,Carlos M.,,,0.0,2025-11,0,744,4
PD-1003173,2025-09-09,23:19:08,527.177.449-05,(85) 991244712,Claro Empresas,CNPJ Avançado,RETENÇÃO,RS,REC-100 - FPD,APROVADO,29.9,0.0,17,4.2,304.8,4.97,0,736,0.135,0,,0,0,,Juliana S.,,,0.0,2025-09,0,745,2
PD-1003174,2026-02-26,23:19:08,398.983.065-03,(21) 992663444,NET,Combo Família,RETENÇÃO,SP-Interior,,CANCELADO,49.9,0.0,12,13.3,-9.8,13.7,0,815,0.237,0,,0,0,,Pedro R.,,,0.0,2026-02,0,257,5
PD-1003175,2026-02-03,23:19:08,453.521.818-83,(61) 995890476,NET,CNPJ Avançado,LOJA FÍSICA,RJ,,APROVADO,99.9,0.0,7,11.9,-41.2,13.44,0,620,0.047,0,,0,0,,,,,0.0,2026-02,0,1823,1
PD-1003176,2025-08-25,23:19:08,864.492.519-25,(51) 996575963,Claro TV,Pós-Pago,APP,RJ,,APROVADO,99.9,0.0,0,7.0,-100.0,15.04,0,804,0.225,0,,0,0,,,,,0.0,2025-08,0,489,7
PD-1003177,2025-08-14,23:19:08,842.711.477-32,(11) 991671067,Claro Empresas,Fibra 1GB,E-COMMERCE,SP-Capital,PROMO-500 - Móvel,APROVADO,99.9,0.0,17,7.6,123.7,10.7,0,534,0.156,0,,0,0,,,,,0.0,2025-08,0,1511,4
PD-1003178,2026-03-24,23:19:08,134.438.998-27,(85) 990056553,Claro TV,Pós-Pago,TELEVENDAS B2C,RJ,REC-100 - FPD,PENDENTE,99.9,1001.63,16,4.2,281.0,9.94,0,283,0.656,1,Conta Mula,1,0,CTR-12,,Em andamento,,129.99,2026-03,0,89,7
PD-1003179,2025-06-19,23:19:08,657.256.592-02,(51) 996975983,Claro Móvel,TV HD,APP,SP-Interior,,PENDENTE,199.9,0.0,20,1.3,1438.5,8.59,0,749,0.153,0,,0,0,,Ana L.,,,0.0,2025-06,1,68,1
PD-1003180,2025-04-14,23:19:08,091.122.528-83,(81) 995895221,Claro Móvel,Controle,E-COMMERCE,SP-Capital,,APROVADO,49.9,0.0,0,3.6,-100.0,14.09,0,674,0.062,0,,0,0,,Juliana S.,,,0.0,2025-04,0,1143,8
PD-1003181,2026-01-30,23:19:08,489.325.288-09,(61) 998197443,Claro Móvel,Combo Família,E-COMMERCE,SP-Capital,CAMP-VIP,APROVADO,299.9,0.0,4,11.3,-64.6,19.07,0,557,0.065,0,,0,0,,Pedro R.,,,0.0,2026-01,0,1300,5
PD-1003182,2026-03-21,23:19:08,474.367.136-95,(62) 994963914,NET,Combo Família,LOJA FÍSICA,RS,,BLOQUEADO,49.9,0.0,19,1.2,1483.3,3.69,0,511,0.229,0,,0,0,,Pedro R.,,,0.0,2026-03,0,54,8
PD-1003183,2025-08-07,23:19:08,336.132.850-72,(61) 991676269,Claro Residencial,Fibra 500MB,APP,PE,PROMO-500 - Móvel,CANCELADO,99.9,856.62,3,8.1,-63.0,18.55,0,781,0.793,1,Fraude de Identidade,0,0,CTR-42,Juliana S.,Fechada,2025-08-28,90.16,2025-08,0,312,2
PD-1003184,2026-03-19,23:19:08,240.755.366-68,(51) 995470706,Claro TV,CNPJ Avançado,APP,DF,REC-200 - Automático,APROVADO,149.9,0.0,16,9.8,63.3,16.59,0,511,0.241,0,,0,0,,Juliana S.,,,0.0,2026-03,0,201,8
PD-1003185,2025-10-04,23:19:08,639.282.341-43,(71) 993328808,Claro Empresas,Pré-Pago,RETENÇÃO,PE,,APROVADO,199.9,0.0,8,14.2,-43.7,13.71,0,861,0.271,0,,0,0,,Pedro R.,,,0.0,2025-10,0,933,1
PD-1003186,2025-08-17,23:19:08,053.315.869-23,(31) 992970445,Claro Móvel,Pós-Pago,RETENÇÃO,BA,,APROVADO,49.9,0.0,14,14.2,-1.4,7.35,0,512,0.228,0,,0,0,,Juliana S.,,,0.0,2025-08,0,469,2
PD-1003187,2025-12-15,23:19:08,829.849.330-67,(51) 995505504,Claro Residencial,Combo Família,LOJA FÍSICA,CE,REC-200 - Automático,CANCELADO,199.9,0.0,13,7.0,85.7,1.54,0,653,0.022,0,,0,0,,Pedro R.,,,0.0,2025-12,0,666,3
PD-1003188,2025-07-25,23:19:08,473.235.494-01,(31) 998442968,NET,Controle,APP,DF,PROMO-500 - Móvel,APROVADO,199.9,0.0,12,12.6,-4.8,7.79,0,744,0.02,0,,0,0,,Carlos M.,,,0.0,2025-07,0,25,6
PD-1003189,2026-01-30,23:19:08,941.843.368-75,(11) 999840794,Claro Residencial,CNPJ Básico,APP,RJ,CAMP-VIP,APROVADO,299.9,923.61,474,10.0,4640.0,1.57,0,887,0.869,1,Fraude de Alto Uso (SMS),0,0,CTR-42,Ana L.,Fechada,2026-02-17,183.06,2026-01,1,1149,6
PD-1003190,2025-08-27,23:19:08,577.242.954-31,(71) 996167297,Claro Empresas,Pós-Pago,E-COMMERCE,RJ,,APROVADO,99.9,504.47,17,5.0,240.0,15.02,0,701,0.726,1,Fraude de Cancelamento,0,0,CTR-42,Carlos M.,,2025-09-07,65.17,2025-08,1,1120,3
PD-1003191,2025-07-27,23:19:08,275.539.423-73,(41) 994061034,Claro TV,Controle,APP,RS,CAMP-VIP,BLOQUEADO,149.9,1636.81,18,13.8,30.4,7.09,0,605,0.913,1,Fraude de Subscrição,0,0,CTR-53,Ana L.,Em andamento,2025-08-15,198.67,2025-07,0,771,1
PD-1003192,2026-01-14,23:19:08,602.293.946-94,(41) 994573719,Claro Empresas,Pós-Pago,E-COMMERCE,BA,,APROVADO,79.9,0.0,7,7.1,-1.4,3.07,0,853,0.051,0,,0,0,,Ana L.,,,0.0,2026-01,0,1026,7
